2.166437677661216, 1.8326836567086269, 1.6997772149828847, 1.57740397377349, 1.4355491929928565, 1.269953153572095, 1.1159785694124176, 0.9443819030479895, 0.7553910689987969, 0.5660358163757039, 0.3735594336447271, 0.2474781950785547, 0.16653459810927965, 0.10301033930145434, 0.08571024064913359, 0.05692306196316925, 0.0551310064101749, 0.06315227736945388, 0.04808816163875422, 0.04304884938305632, 0.08045712535708614, 0.022725042261401388, 0.005787809154162874, 0.0007294621915249821, 0.00035151021257491034, 0.0002657733599897413, 0.00021899492936375083, 0.00018674146984467454, 0.00016345995629751822, 0.00014578555579335736
1.965111171643351, 1.7624739396139748, 1.7255011667241704, 1.5602742557080915, 1.4907647787250695, 1.4312424801791888, 1.402829570782617, 1.4272701525626406, 1.3924939999926276, 1.5799916918182002, 1.5582913203560627, 1.7843335941433907, 1.9371526740549296, 2.2068919822033206, 2.336472228787106, 2.3460099598129855, 2.436704593593583, 2.9043114224130315, 2.6305807576432745, 3.0083772306538, 2.7701479355983167, 2.893054274774586, 2.89757863427826, 3.136159233554083, 3.1270686284279443, 3.1876419093170316, 3.2414291225074563, 3.3048858277085476, 3.3967298704725475, 3.378231103671956
25, 35, 38, 46, 48, 50, 55, 53, 57, 58, 60, 61, 60, 59, 61, 59, 60, 60, 59, 60, 58, 61, 62, 62, 62, 62, 62, 62, 62, 62
2.2997847713326602, 2.281616072195869, 2.0977246497790434, 1.9998287012115101, 1.9570667805690294, 1.9253427199486484, 1.8346050187112142, 1.7327968072829227, 1.6698851889224604, 1.6300761012944196, 1.5735920245222679, 1.5313734813691426, 1.473429291936604, 1.4229169574763592, 1.370702589441803, 1.3272097688967601, 1.2906308923648144, 1.2455215616483528, 1.1906991190191054, 1.1588536520986314, 1.122372548741389, 1.0763031122588367, 1.0077069360951763, 0.9638885487118065, 0.9174351674372571, 0.8849746540711977, 0.8304925081943815, 0.7636576762037794, 0.7315904491221331, 0.7281932516897919
2.294285192390798, 2.1811724073528627, 1.979841455276766, 1.9657816590422794, 1.9346277843485225, 1.8864242561122915, 1.8780400858024242, 1.782626589345191, 1.6520614000182077, 1.568062118606864, 1.5328807793750665, 1.5757085452425665, 1.4919420761765594, 1.5760781709394307, 1.3404982269119106, 1.3201742510412642, 1.3971458548400069, 1.3471713489201402, 1.2867508796212588, 1.3099593385822415, 1.26522501716342, 1.221919171550731, 1.2448448594370036, 1.348479245224765, 1.2761217605882358, 1.4295186820425518, 1.2690573098437157, 1.303657906043097, 1.3803310608925596, 1.495616906896774
11, 15, 23, 23, 25, 29, 27, 34, 39, 42, 44, 45, 47, 45, 52, 53, 52, 52, 55, 54, 57, 58, 57, 56, 56, 54, 58, 57, 57, 57
2.301214305880166, 2.296976560423991, 2.2963745349095297, 2.2961688689664683, 2.2962559047694016, 2.296172231319512, 2.2961617923682005, 2.2961831340864203, 2.2961533385848503, 2.2962551826928466, 2.2962641145535034, 2.2961927802727033, 2.2960982744343412, 2.2962323658178003, 2.2961472773582945, 2.2962143281656373, 2.296227755255135, 2.2962377985990248, 2.2962110988185374, 2.2961803263898632, 2.296187903698151, 2.2961994336702425, 2.296184981287843, 2.296174153239891, 2.296172929213168, 2.296170970708403, 2.296202330037428, 2.2961727093968185, 2.2961692565129233, 2.296196816336504
2.294706553375165, 2.292196026737826, 2.2914169402937814, 2.291150321614557, 2.291011429821271, 2.290687194142317, 2.290617769863939, 2.290876760383962, 2.2909455274670854, 2.290530708787355, 2.2905055006551, 2.2926896643762142, 2.290581955193238, 2.290861132231401, 2.2910048961639404, 2.290945175398199, 2.2908243453564423, 2.290829801806514, 2.290883591755684, 2.2908756807060437, 2.292652089361082, 2.2906181750519905, 2.2906965319974435, 2.290935978370627, 2.2904972400072325, 2.2907122910949234, 2.2907113510092305, 2.291117716329703, 2.29091157073184, 2.290904912306237
10, 9, 9, 10, 9, 10, 9, 9, 9, 10, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9
2.29809505917781, 2.0898055838050396, 1.811927344926157, 1.692862679728916, 1.5579829546192998, 1.4458107413489114, 1.3183328586064949, 1.2019683346636738, 1.1038557264677724, 1.0039641511746438, 0.9145002521293526, 0.8489584871731282, 0.7344327616512591, 0.6721691365689233, 0.5707787814197677, 0.5142929663903459, 0.441218453567228, 0.366050908784049, 0.29894252686903017, 0.2832165216876894, 0.2332403664852605, 0.20164541731211896, 0.14793461411709985, 0.14972508042862745, 0.10404517935269987, 0.12478785737146204, 0.1252543819483874, 0.0537479603600262, 0.0657168510572056, 0.0728652521052896
2.2878882069661826, 1.8652450337311146, 1.7158331188513207, 1.6000617745626775, 1.520346142776272, 1.390973326764576, 1.2770498067217788, 1.194034277620711, 1.135933996791049, 1.1270904473072507, 1.0365412087406518, 1.1482033947280035, 1.0357272731130605, 1.1118764729079804, 1.0272145442703227, 1.090982586222609, 1.1300652479364446, 1.1441639486526578, 1.4559637149102977, 1.2790223033857469, 1.6624846072008572, 1.6572350330911383, 1.6229712751807424, 1.6065805364844095, 1.6890318745694919, 1.8514779986224952, 1.6714424182602972, 1.8507888521914675, 1.9702979897105477, 2.2028767005612813
20, 31, 38, 42, 46, 50, 54, 59, 61, 61, 64, 61, 66, 64, 66, 66, 66, 67, 65, 68, 63, 65, 68, 68, 68, 65, 69, 68, 69, 66
